,anime_id,name,genre,type,episodes,rating,members,vote count
1028,530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46,7.71,146521,5453
2642,9367,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273,5435
1886,1292,Afro Samurai,"Action, Adventure, Samurai",TV,5,7.41,135708,5417
756,8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697,5412
1201,10067,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",Special,1,7.63,134180,5401
1294,23281,Psycho-Pass 2,"Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435,5398
481,29803,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13,8.04,244268,5392
83,877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,197256,5389
4406,6205,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12,6.73,146631,5345
116,467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,194491,5338
1195,16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754,5326
3895,357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Ecchi, Magic",OVA,4,6.85,117080,5318
301,24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,312654,5280
1781,10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,156853,5274
127,28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,205987,5269
87,10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,151561,5259
54,31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,355839,5257
1800,18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387,5239
2035,1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,120268,5230
641,202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863,5229
382,14713,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,8.13,189641,5198
940,10161,No.6,"Action, Sci-Fi",TV,11,7.76,168017,5194
600,12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.95,172367,5190
540,339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99,215829,5186
1050,11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,7.7,169718,5171
847,60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24,7.8,140865,5158
1827,2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,108170,5137
26,17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,8.8,205959,5109
500,2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12,8.03,174531,5108
142,4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,210736,5080
2012,7769,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,145982,5063
1147,528,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.66,100089,5038
420,7338,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,8.09,136135,5023
2104,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914,4993
392,2924,ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,12,8.12,151106,4983
3518,12549,"Dakara Boku wa, H ga Dekinai.","Comedy, Ecchi, Romance, Supernatural",TV,12,6.96,169615,4983
178,31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,282002,4975
1488,68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,7.52,150512,4971
150,57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,148328,4963
97,10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,254436,4957
506,3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.02,114415,4939
597,2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008,4908
1556,19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187,4906
236,4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25,8.28,134818,4893
2086,8424,MM!,"Comedy, Ecchi, Harem, School",TV,12,7.36,129672,4881
935,3731,Itazura na Kiss,"Comedy, Romance, Shoujo",TV,25,7.76,136279,4873
476,9513,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,8.04,217752,4872
21,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",OVA,4,8.83,129307,4843
1027,7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13,7.71,162622,4819
1213,28497,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,7.63,218747,4815
873,8795,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",TV,13,7.79,157642,4809
260,1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8.25,129112,4787
437,3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.08,117910,4762
2067,12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,7.36,151928,4762
224,16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3,142612,4749
5307,6682,11eyes,"Action, Ecchi, Super Power, Supernatural",TV,12,6.49,133971,4747
2479,13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044,4741
1364,64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.57,128688,4739
1584,10396,Ben-To,"Action, Comedy, Martial Arts",TV,12,7.49,146570,4734
468,268,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,8.05,113040,4714
1142,23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,7.66,215817,4703
1259,9181,Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988,4694
1845,25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,208796,4684
1789,14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445,4651
210,16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32,224947,4642
3449,936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,6.99,97308,4633
671,21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793,4631
112,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,166255,4631
870,228,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",TV,26,7.79,172415,4621
297,3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1,8.21,108720,4619
106,6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,207241,4619
123,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,157025,4616
1039,16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,7.71,135604,4610
1348,8676,Amagami SS,"Comedy, Romance, School, Slice of Life",TV,25,7.57,157223,4595
1371,481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",TV,224,7.57,132099,4593
2246,14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",TV,13,7.32,156116,4557
887,4725,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12,7.78,145102,4554
1145,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4,7.66,101495,4554
498,30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12,8.03,227734,4530
495,30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,8.03,244877,4530
2180,9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497,4505
2121,195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558,4497
4364,3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,6.74,122288,4491
2616,21603,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,12,7.21,198876,4489
410,861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872,4487
1907,2926,Myself; Yourself,"Drama, Romance, School",TV,13,7.41,115075,4472
3318,4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12,7.02,110748,4469
136,2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1,8.43,125503,4461
1828,4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818,4460
3392,20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,1,7.0,121722,4454
1435,2129,True Tears,"Drama, Romance, School",TV,13,7.55,118644,4453
226,3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,8.29,100412,4444
1129,177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,7.67,134705,4421
360,23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,189407,4410
269,2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,120351,4393
3058,21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899,4364
471,4280,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1,8.05,103600,4342
1538,31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093,4321
1339,6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1,7.58,110983,4318
3560,2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Movie,1,6.95,91526,4315
2828,27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364,4295
4024,18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979,4294
20,263,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",TV,75,8.83,157670,4273
947,20031,D-Frag!,"Comedy, Game, School, Seinen",TV,12,7.75,154548,4267
12,918,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,201,9.04,336376,4264
668,28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566,4261
95,14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,190197,4261
273,25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,216674,4246
39,12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.71,133620,4245
975,6372,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1,7.74,101734,4235
1667,20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510,4224
3038,174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449,4217
2480,11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,154595,4210
1263,5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,13,7.61,113911,4209
2189,469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142,4209
2638,6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,12,7.2,121005,4197
45,4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1,8.68,111074,4184
1559,25183,Gangsta.,"Action, Drama, Seinen",TV,12,7.5,210752,4183
2103,1723,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1,7.35,99506,4176
1066,11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12,7.7,133216,4153
553,10521,Working&#039;!!,"Comedy, Slice of Life",TV,13,7.98,117328,4139
2687,6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,12,7.19,119572,4133
478,8408,Durarara!! Specials,"Action, Comedy, Supernatural",Special,2,8.04,103105,4131
353,5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,26,8.16,159105,4130
320,16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,8.19,106989,4128
1574,27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686,4127
245,3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26,104893,4122
114,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,146592,4115
367,846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,8.15,93095,4090
653,4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833,4089
38,19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,8.72,247562,4079
1976,28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror",TV,12,7.39,253027,4076
1719,1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876,4074
58,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,184525,4058
1756,330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938,4048
2332,395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240,4035
3309,6201,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,12,7.03,104098,4027
550,597,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,1,7.98,92499,4012
1884,5525,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41,126083,4007
1805,27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,113791,4001
1029,3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1,7.71,135318,3993
4105,63,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.8,91037,3988
556,1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25,7.97,126426,3970
1117,17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13,7.67,178166,3966
192,9617,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,8.34,115252,3956
1978,17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12,7.39,136751,3935
3288,11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,13,7.03,135255,3929
859,16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,7.8,171384,3922
1438,1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26,7.54,125051,3912
1506,19369,Outbreak Company,"Comedy, Fantasy, Harem, Parody",TV,12,7.52,131520,3888
5485,133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,6.44,80562,3873
1159,874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391,3861
595,27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,7.95,213493,3859
795,8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,7.83,130689,3857
2170,4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865,3854
56,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,114173,3840
822,13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.82,135929,3834
934,5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52,7.76,144898,3830
1383,3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463,3824
204,10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32,158561,3819
490,9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26,8.03,150393,3817
723,31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342,3812
1923,5356,Canaan,"Action, Seinen",TV,13,7.4,123217,3810
1476,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School",TV,12,7.53,193822,3807
4544,4744,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12,6.69,91453,3806
1003,6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,7.73,133010,3802
1157,4182,Darker than Black: Kuro no Keiyakusha Special,"Comedy, Parody, Sci-Fi",Special,1,7.65,87609,3790
946,8247,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.75,94074,3781
2598,762,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,1,7.21,78111,3764
283,437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8.23,117565,3756
576,12413,Jormungand,"Action, Adventure, Seinen",TV,12,7.96,137610,3755
415,7711,Karigurashi no Arrietty,Fantasy,Movie,1,8.1,97910,3754
1036,24703,High School DxD BorN,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.71,192171,3749
1061,21327,Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,12,7.7,139601,3741
1075,10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.7,148140,3733
981,323,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13,7.74,137687,3722
355,16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,8.16,137105,3717
207,27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,8.32,106382,3713
102,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5,135735,3712
785,28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.84,190058,3698
2717,5030,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663,3696
264,4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,87617,3696
1014,5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1,7.72,93803,3694
1734,50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694,3690
706,13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091,3689
631,93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973,3686
2078,15379,Kotoura-san,"Comedy, Drama, Romance, School",TV,12,7.36,123691,3669
1109,10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25,7.68,134942,3669
694,433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975,3668
203,6675,Redline,"Action, Cars, Sci-Fi, Sports",Movie,1,8.33,109392,3659
701,1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,7.89,92088,3657
438,10721,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24,8.08,156689,3654
1979,30307,Monster Musume no Iru Nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",TV,12,7.39,181845,3647
2807,1118,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253,3645
1351,4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615,3628
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515,3627
1407,26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13,7.55,122271,3624
1540,11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674,3613
839,2963,Minami-ke,"Comedy, School, Slice of Life",TV,13,7.81,105471,3613
3832,7148,Ladies versus Butlers!,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,6.87,94820,3612
1680,23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439,3608
1316,20541,Mikakunin de Shinkoukei,"Comedy, Romance, School, Slice of Life",TV,12,7.59,133385,3607
930,240,Genshiken,"Comedy, Parody, Slice of Life",TV,12,7.76,104258,3604
2939,15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,4,7.12,126699,3601
951,2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",TV,52,7.75,130085,3594
4177,25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,12,6.78,168811,3592
555,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,7.97,153501,3591
1512,5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470,3589
1522,1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,7.51,104607,3586
